index,name,type1,type2,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,Smogon_VGC_Usage_2022,Smogon_VGC_Usage_2023,Smogon_VGC_Usage_2024,Worlds_VGC_Usage_2022,Worlds_VGC_Usage_2023,Worlds_VGC_Usage_2024
501,oshawott,water   ,No_type,torrent,   ,shell-armor,55,55,45,63,45,45,308,False,False,GERAÇAO-V,NoUsage,NULL,NO,NULL,N/A,zero
502,dewott,water   ,No_type,torrent   ,No_ability,shell-armor,75,75,60,83,60,60,413,False,False,generation-v,NoUsage,NO,0.0,   ,zero,NoUsage
503,samurott,water   ,No_type,  TORRENT ,none,shell-armor,95,100,85,108,70,70,528,False,False,generation-v,-,0.00776,0.00024,NoUsage,NoUsage,NoUsage
503,samurott-hisui,water,dark,torrent,No_ability,sharpness,90,108,80,100,65,85,528,False,False,GERAÇAO-V,   ,0.53223,0.02996,NoUsage,0.11,1.12
504,patrat,normal,no_type   ,run-away,keen-eye,analytic,45,55,39,35,39,42,255,False,False,generation-v,NoUsage,NoUsage,-,NoUsage,N/A,NoUsage
505,  WATCHOG ,normal,  NO_TYPE ,illuminate,keen-eye,analytic   ,60,85,69,60,69,77,420,False,False,GEN_v,NoUsage,NO,NO,NoUsage,NoUsage,NoUsage
506,lillipup,normal   ,No_type,vital-spirit,  PICKUP ,run-away,45,60,45,25,45,55,275,False,False,generation-v,N/A,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
507,herdier,normal   ,No_type,intimidate,sand-rush,scrappy,65,80,65,35,65,60,370,False,False,generation-v,0.0,NoUsage,NoUsage,   ,NO,NoUsage
508,stoutland,normal,no_type   ,intimidate,  SAND-RUSH ,scrappy,85,110,90,45,90,80,500,False,False,generation-v,0.00439,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
509,  PURRLOIN ,dark,  NO_TYPE ,  LIMBER ,unburden,prankster,41,50,37,50,37,66,281,False,False,generation-v,0.0,NoUsage,   ,NoUsage,NoUsage,NoUsage
510,  LIEPARD ,dark,No_type,limber,unburden,prankster,64,88,50,88,50,106,446,False,False,generation-v,0.29312,NoUsage,NoUsage,0.19,   ,NoUsage
511,pansage,grass,  NO_TYPE ,gluttony,  NO-ABILITY ,overgrow   ,50,53,48,53,48,64,316,False,False,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
512,  SIMISAGE ,grass,no_type   ,gluttony,no-ability,overgrow,75,98,63,98,63,101,498,False,False,GERAÇAO-V,NoUsage,zero,N/A,   ,NoUsage,NoUsage
513,pansear,fire,No_type,  GLUTTONY ,no-ability,  BLAZE ,50,53,48,53,48,64,316,False,False,generation-v,no usage,NoUsage,none,NoUsage,NoUsage,NoUsage
514,simisear,fire,No_type,gluttony,None,blaze,75,98,63,98,63,101,498,False,False,generation-v,NoUsage,none,NoUsage,-,NO,zero
515,panpour,  WATER ,no_type   ,gluttony   ,NULL,torrent,50,53,48,53,48,64,316,False,False,GERAÇAO-V,NULL,NoUsage,zero,NoUsage,NoUsage,NoUsage
516,simipour   ,water,No_type,gluttony,  SEM_HABILIDADE ,torrent,75,98,63,98,63,101,498,False,False,generation-v,NO,NoUsage,NoUsage,NO,NoUsage,NO
517,  MUNNA ,psychic,No_type,forewarn   ,synchronize   ,  TELEPATHY ,76,25,45,67,55,24,292,False,False,GEN_v,   ,NoUsage,NoUsage,none,-,NoUsage
518,musharna,psychic,No_type,forewarn,synchronize,telepathy,116,55,85,107,95,29,487,False,False,generation-v,8e-05,NoUsage,NoUsage,   ,NoUsage,NoUsage
519,pidove   ,normal,flying,big-pecks,super-luck,rivalry,50,55,50,36,30,43,264,False,False,GERAÇAO-V,0.0,zero,no usage,NoUsage,NoUsage,NoUsage
520,tranquill,  NORMAL ,flying,big-pecks,super-luck,rivalry,62,77,62,50,42,65,358,False,False,generation-v,0.0,NoUsage,   ,NoUsage,N/A,NoUsage
521,  UNFEZANT ,normal   ,flying,big-pecks,super-luck,rivalry,80,115,80,65,55,93,488,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NULL
522,  BLITZLE ,electric,No_type,lightning-rod,motor-drive,sap-sipper,45,60,32,50,32,76,295,False,False,generation-v,NoUsage,NoUsage,0.0,NoUsage,-,NoUsage
523,zebstrika   ,electric,No_type,lightning-rod,  MOTOR-DRIVE ,sap-sipper,75,100,63,80,63,116,497,False,False,generation -   v,NoUsage,N/A,0.00333,NoUsage,NoUsage,NULL
524,roggenrola,rock,  NO_TYPE ,  STURDY ,  WEAK-ARMOR ,  SAND-FORCE ,55,75,85,25,25,15,280,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,no usage
525,boldore   ,rock   ,no_type   ,sturdy,weak-armor   ,sand-force   ,70,105,105,50,40,20,390,False,False,generation-v,N/A,NO,N/A,NO,zero,NoUsage
526,gigalith,rock,No_type,sturdy,sand-stream,sand-force,85,135,130,60,80,25,515,False,False,generation-v,0.0116,-,NoUsage,-,no usage,NoUsage
527,woobat,psychic   ,flying,unaware   ,klutz   ,simple,65,45,43,55,43,72,323,False,False,generation-v,NO,NoUsage,   ,NoUsage,NoUsage,NoUsage
528,swoobat,psychic,flying   ,unaware,  KLUTZ ,simple,67,57,55,77,55,114,425,False,False,generation-v,0.00216,NoUsage,NoUsage,no usage,none,NoUsage
529,drilbur,ground,No_type,sand-rush   ,sand-force,mold-breaker,60,85,40,30,45,68,328,False,False,generation-v,0.0,-,0.0,NoUsage,NoUsage,NoUsage
530,excadrill   ,ground   ,steel,sand-rush,sand-force,  MOLD-BREAKER ,110,135,60,50,65,88,508,False,False,generation-v,0.13112,zero,0.70122,NoUsage,   ,2.04
531,audino   ,normal,No_type,healer,regenerator,klutz,103,60,86,60,86,50,445,False,False,generation -   v,0.00778,NoUsage,NoUsage,   ,NoUsage,NoUsage
531,audino-mega,normal   ,fairy,healer   ,none   ,None ,103,60,126,80,126,50,545,False,False,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
532,timburr,fighting,No_type,  GUTS ,sheer-force,iron-fist,75,80,55,25,35,35,305,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage
533,  GURDURR ,fighting,No_type,guts,  SHEER-FORCE ,iron-fist,85,105,85,40,50,40,405,False,False,generation-v,0.0,1e-05,none,NoUsage,NoUsage,NoUsage
534,conkeldurr   ,fighting,No_type,guts,  SHEER-FORCE ,iron-fist,105,140,95,55,65,45,505,False,False,generation-v,0.02901,0.41986,0.03591,NoUsage,0.07,NULL
535,tympole,water,No_type,swift-swim,hydration,water-absorb   ,50,50,40,50,40,64,294,False,False,generation-v,0.0,   ,NoUsage,NoUsage,NoUsage,NoUsage
536,palpitoad,water,ground,swift-swim,hydration,water-absorb,75,65,55,65,55,69,384,False,False,generation-v,0.0,no usage,NO,   ,NoUsage,NoUsage
537,seismitoad,  WATER ,ground,  SWIFT-SWIM ,poison-touch   ,water-absorb   ,105,95,75,85,75,74,509,False,False,generation -   v,4.77767,NoUsage,NoUsage,0.52,NoUsage,-
538,throh   ,fighting,No_type,guts,  INNER-FOCUS ,mold-breaker   ,120,100,85,30,85,45,465,False,False,generation-v,0.0,NoUsage,NoUsage,-,none,NoUsage
539,sawk,fighting,No_type,sturdy,inner-focus,mold-breaker,75,125,75,30,75,85,465,False,False,generation-v,none,NoUsage,NoUsage,-,NoUsage,NoUsage
540,sewaddle,  BUG ,grass   ,swarm,chlorophyll,overcoat,45,53,70,40,60,42,310,False,False,generation-v,NoUsage,0.0,0.0,NoUsage,NoUsage,none
541,swadloon   ,bug,  GRASS ,leaf-guard,chlorophyll,overcoat,55,63,90,50,80,42,380,False,False,generation -   v,none,0.0,-,NoUsage,NoUsage,NoUsage
542,leavanny,bug,grass,swarm,chlorophyll,overcoat,75,103,80,70,80,92,500,False,False,GEN_v,none,0.00706,0.00031,NoUsage,0.06,NoUsage
543,venipede,bug,  POISON ,poison-point,swarm,speed-boost,30,45,59,30,39,57,260,False,False,GEN_v,0.0,NoUsage,-,NoUsage,NoUsage,N/A
544,whirlipede   ,bug,poison,poison-point,swarm,  SPEED-BOOST ,40,55,99,40,79,47,360,False,False,generation-v,none,-,NoUsage,   ,NoUsage,NoUsage
545,scolipede,bug,poison,poison-point,swarm,speed-boost,60,100,89,55,69,112,485,False,False,generation -   v,0.00307,no usage,NoUsage,NoUsage,NoUsage,NoUsage
546,cottonee,grass,fairy,prankster,infiltrator   ,chlorophyll,40,27,60,37,50,66,280,False,False,generation-v,0.0,NO,5e-05,NoUsage,NoUsage,N/A
547,whimsicott,grass   ,fairy,prankster,infiltrator,chlorophyll   ,60,67,85,77,75,116,480,False,False,generation-v,11.25129,N/A,4.8996,15.89,NoUsage,7.72
548,petilil,  GRASS ,no_type   ,  CHLOROPHYLL ,own-tempo,  LEAF-GUARD ,45,35,50,70,50,30,280,False,False,generation-v,0.0,zero,   ,NO,NoUsage,NoUsage
549,lilligant,grass,  NO_TYPE ,chlorophyll,own-tempo,leaf-guard   ,70,60,75,110,75,90,480,False,False,generation-v,0.02567,1.45476,0.03788,-,NoUsage,zero
549,lilligant-hisui,grass,fighting,chlorophyll   ,hustle,leaf-guard,70,105,75,50,75,105,480,False,False,generation-v,no usage,3.478,0.97988,NO,2.15,2.0
550,basculin,water,no_type   ,reckless,adaptability   ,mold-breaker,70,92,65,80,55,98,460,False,False,generation-v,0.0,8e-05,   ,N/A,NoUsage,no usage
550,basculin-blue-striped,  WATER ,  NO_TYPE ,rock-head,  ADAPTABILITY ,  MOLD-BREAKER ,70,92,65,80,55,98,460,False,False,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
550,basculin-white-striped,  WATER ,No_type,rattled,adaptability   ,mold-breaker,70,92,65,80,55,98,460,False,False,generation-v,NoUsage,none,zero,NoUsage,NoUsage,NoUsage
551,sandile,ground,dark,intimidate,moxie,anger-point,50,72,35,35,35,65,292,False,False,generation-v,none,0.0,0.0,NO,NoUsage,NoUsage
552,krokorok,ground,dark,intimidate   ,  MOXIE ,anger-point,60,82,45,45,45,74,351,False,False,GEN_v,0.0,   ,0.0,-,NoUsage,NoUsage
553,krookodile,ground   ,  DARK ,intimidate,moxie,  ANGER-POINT ,95,117,80,65,70,92,519,False,False,generation -   v,0.08989,0.05333,0.01055,0.14,no usage,NoUsage
554,darumaka,fire,no_type   ,hustle,none   ,inner-focus,70,90,45,15,45,50,315,False,False,generation-v,0.0,NoUsage,NoUsage,none,NoUsage,NoUsage
554,  DARUMAKA-GALAR ,ice,No_type,hustle,none,  INNER-FOCUS ,70,90,45,15,45,50,315,False,False,generation-v,   ,NoUsage,NoUsage,NoUsage,N/A,NoUsage
555,darmanitan,fire,No_type,sheer-force,NULL,zen-mode,105,140,55,30,55,95,480,False,False,GEN_v,0.00235,NoUsage,NoUsage,N/A,NoUsage,NO
555,darmanitan-zen,fire,  PSYCHIC ,  SHEER-FORCE ,null   ,zen-mode,105,30,105,140,105,55,540,False,False,GEN_v,zero,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
555,darmanitan-galar,ice,No_type,gorilla-tactics   ,   ,zen-mode,105,140,55,30,55,95,480,False,False,generation-v,0.11772,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
555,darmanitan-galar-zen,ice,fire,gorilla-tactics,sem_habilidade,  ZEN-MODE ,105,160,55,30,55,135,540,False,False,GEN_v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
556,maractus,grass,No_type,water-absorb,chlorophyll,storm-drain,75,86,67,106,67,60,461,False,False,generation-v,0.00137,NoUsage,-,0.04,NoUsage,NoUsage
557,dwebble,bug,rock,sturdy,  SHELL-ARMOR ,weak-armor   ,50,65,85,35,35,55,325,False,False,generation-v,0.0,NoUsage,NO,NULL,no usage,NoUsage
558,crustle,bug,rock,  STURDY ,shell-armor,weak-armor,70,105,125,65,75,45,485,False,False,generation-v,0.00012,NoUsage,no usage,no usage,-,NoUsage
559,scraggy,dark,fighting,shed-skin,moxie,  INTIMIDATE ,50,75,70,35,70,48,348,False,False,generation-v,zero,NoUsage,NO,NoUsage,NoUsage,NoUsage
560,scrafty,dark,fighting   ,shed-skin,moxie,intimidate   ,65,90,115,45,115,58,488,False,False,generation-v,0.05289,none,0.02513,NoUsage,NO,NoUsage
561,sigilyph,psychic,flying,wonder-skin,magic-guard,tinted-lens,72,58,80,103,80,97,490,False,False,generation-v,0.00997,NoUsage,no usage,NoUsage,NO,none
562,  YAMASK ,ghost,No_type,mummy,no-ability,None ,38,30,85,55,65,30,303,False,False,generation-v,-,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
562,yamask-galar   ,  GROUND ,ghost,wandering-spirit,n/a   ,None ,38,55,85,30,65,30,303,False,False,generation-v,0.0,NoUsage,NoUsage,no usage,NoUsage,NoUsage
563,cofagrigus,ghost,No_type,mummy   ,sem_habilidade,None ,58,50,145,95,105,30,483,False,False,GERAÇAO-V,0.05676,-,no usage,NoUsage,NO,NoUsage
564,tirtouga,water,  ROCK ,  SOLID-ROCK ,sturdy,swift-swim,54,78,103,53,45,22,355,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
565,  CARRACOSTA ,water,rock,solid-rock,sturdy,swift-swim   ,74,108,133,83,65,32,495,False,False,generation-v,0.00032,NoUsage,NoUsage,NoUsage,zero,NoUsage
566,  ARCHEN ,rock,flying,defeatist,none,None ,55,112,45,74,45,70,401,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
567,  ARCHEOPS ,rock,flying,defeatist,NULL,  NONE  ,75,140,65,112,65,110,567,False,False,generation-v,0.00348,NoUsage,NoUsage,NoUsage,N/A,NoUsage
568,trubbish,poison,No_type,stench,  STICKY-HOLD ,  AFTERMATH ,50,50,62,40,62,65,329,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
569,  GARBODOR ,  POISON ,No_type,stench,weak-armor,aftermath,80,95,82,60,82,75,474,False,False,GERAÇAO-V,2e-05,NoUsage,NoUsage,NoUsage,   ,NoUsage
569,garbodor-gmax,poison,No_type,stench,weak-armor,aftermath   ,80,95,82,60,82,75,474,False,False,generation-v,-,-,NoUsage,NoUsage,N/A,NoUsage
570,zorua   ,  DARK ,  NO_TYPE ,illusion,  NONE ,  NONE  ,40,65,40,80,40,65,330,False,False,generation-v,NO,NoUsage,-,NoUsage,NoUsage,NoUsage
570,zorua-hisui   ,  NORMAL ,ghost,illusion   ,      ,None ,35,60,40,85,40,70,330,False,False,generation -   v,NoUsage,0.0,0.0,NoUsage,N/A,zero
571,  ZOROARK ,  DARK ,  NO_TYPE ,illusion,   ,None ,60,105,60,120,60,105,510,False,False,generation -   v,0.03047,0.0166,0.00486,NoUsage,-,NoUsage
571,  ZOROARK-HISUI ,  NORMAL ,ghost,illusion,N/A,none    ,55,100,60,125,60,110,510,False,False,generation-v,NoUsage,0.00153,0.49756,NoUsage,0.28,1.08
572,minccino,normal,No_type,cute-charm,technician   ,skill-link,55,50,40,40,40,75,300,False,False,generation-v,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage
573,  CINCCINO ,normal,  NO_TYPE ,cute-charm   ,  TECHNICIAN ,skill-link   ,75,95,60,65,60,115,470,False,False,generation-v,0.00031,NoUsage,0.01714,NoUsage,NoUsage,NoUsage
574,gothita,psychic,No_type,frisk,competitive,shadow-tag,45,30,50,55,65,45,290,False,False,generation-v,0.0,0.0,0.0,NULL,NoUsage,zero
575,gothorita   ,psychic,No_type,frisk,  COMPETITIVE ,shadow-tag,60,45,70,75,85,55,390,False,False,generation-v,   ,0.04104,0.03877,-,NoUsage,NoUsage
576,gothitelle,  PSYCHIC ,No_type,frisk,competitive,shadow-tag,70,55,95,95,110,65,490,False,False,GERAÇAO-V,1.45785,4.23636,0.43794,1.39,1.29,0.85
577,solosis,psychic,No_type,overcoat,magic-guard,regenerator,45,30,40,105,50,20,290,False,False,generation -   v,none,NoUsage,0.0,NoUsage,NoUsage,NoUsage
578,duosion,psychic,No_type,overcoat,  MAGIC-GUARD ,regenerator,65,40,50,125,60,30,370,False,False,generation-v,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage
579,reuniclus,psychic,No_type,overcoat,magic-guard,regenerator,110,65,75,125,85,30,490,False,False,generation-v,0.0041,NoUsage,0.08821,NoUsage,none,0.05
580,  DUCKLETT ,  WATER ,flying,keen-eye,big-pecks,hydration   ,62,44,50,44,50,55,305,False,False,generation -   v,NoUsage,0.0,zero,NoUsage,NoUsage,NoUsage
581,swanna   ,water,flying,keen-eye,big-pecks,hydration,75,87,63,87,63,98,473,False,False,generation-v,NULL,0.00055,-,NoUsage,NoUsage,NoUsage
582,vanillite,ice,No_type,  ICE-BODY ,snow-cloak,weak-armor,36,50,50,65,60,44,305,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NULL
583,vanillish,ice,No_type,  ICE-BODY ,snow-cloak,  WEAK-ARMOR ,51,65,65,80,75,59,395,False,False,generation-v,0.0,NULL,NoUsage,NoUsage,NoUsage,NoUsage
584,vanilluxe,ice   ,No_type,  ICE-BODY ,snow-warning,weak-armor,71,95,85,110,95,79,535,False,False,generation-v,zero,NoUsage,NoUsage,NoUsage,NoUsage,no usage
585,deerling,normal,grass,  CHLOROPHYLL ,sap-sipper   ,serene-grace,60,60,50,40,50,75,335,False,False,generation-v,NO,0.0,0.0,   ,no usage,NoUsage
586,sawsbuck,normal,grass,chlorophyll   ,sap-sipper,serene-grace,80,100,70,60,70,95,475,False,False,generation-v,N/A,0.0072,0.00345,NoUsage,NoUsage,none
587,emolga,electric,flying,static,sem_habilidade,motor-drive,55,75,60,75,60,103,428,False,False,generation-v,3e-05,NoUsage,NoUsage,0.06,NoUsage,NoUsage
588,karrablast,bug,No_type,swarm,shed-skin,no-guard,50,75,45,40,45,60,315,False,False,generation-v,no usage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
589,escavalier,bug   ,  STEEL ,swarm,shell-armor,overcoat,70,135,105,60,105,20,495,False,False,generation-v,0.04285,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
590,foongus,grass,poison,effect-spore,  NO-ABILITY ,regenerator   ,69,55,45,55,55,15,294,False,False,generation-v,0.0,none,0.00013,NoUsage,NULL,N/A
591,amoonguss,grass,  POISON ,effect-spore,no-ability,regenerator,114,85,70,85,80,30,464,False,False,generation -   v,17.61546,27.2443,19.88122,20.14,15.71,26.58
592,frillish,water,ghost,water-absorb   ,cursed-body,damp,55,40,50,65,85,40,335,False,False,GERAÇAO-V,0.0,NULL,NoUsage,   ,N/A,NoUsage
593,jellicent,water   ,  GHOST ,water-absorb,cursed-body,damp,100,60,70,85,105,60,480,False,False,generation -   v,0.38214,no usage,no usage,N/A,NoUsage,NoUsage
594,alomomola,water,no_type   ,healer,hydration,  REGENERATOR ,165,75,80,40,45,65,470,False,False,generation-v,   ,0.00816,0.00376,NoUsage,NoUsage,N/A
595,joltik,  BUG ,electric,compound-eyes,unnerve,swarm,50,47,50,57,50,65,319,False,False,generation -   v,no usage,none,0.0,NoUsage,no usage,NoUsage
596,galvantula,bug,electric,compound-eyes,unnerve   ,swarm,70,77,60,97,60,108,472,False,False,generation-v,0.00232,NoUsage,0.01135,NoUsage,NoUsage,NoUsage
597,  FERROSEED ,grass,  STEEL ,iron-barbs,N/A,None ,44,50,91,24,86,10,305,False,False,generation-v,-,N/A,NoUsage,zero,NoUsage,NULL
598,ferrothorn   ,grass,steel,iron-barbs,      ,anticipation,74,94,131,54,116,20,489,False,False,generation-v,6.54774,NoUsage,N/A,1.47,NoUsage,NoUsage
599,klink,steel,no_type   ,plus,minus,clear-body,40,55,70,45,60,30,300,False,False,GERAÇAO-V,0.0,N/A,NoUsage,NoUsage,NoUsage,NoUsage
600,klang,  STEEL ,No_type,plus   ,minus   ,clear-body   ,60,80,95,70,85,50,440,False,False,generation-v,-,NoUsage,NoUsage,N/A,NoUsage,NoUsage
601,klinklang,steel,  NO_TYPE ,  PLUS ,minus   ,clear-body,60,100,115,70,85,90,520,False,False,generation-v,0.0,NoUsage,NoUsage,no usage,NoUsage,no usage
602,tynamo,electric,no_type   ,  LEVITATE ,N/A,None ,35,55,40,45,40,60,275,False,False,generation-v,zero,   ,0.0,NoUsage,NoUsage,NoUsage
603,eelektrik,electric,No_type,levitate,NULL,none    ,65,85,70,75,70,40,405,False,False,generation -   v,NoUsage,-,NULL,none,NoUsage,NoUsage
604,eelektross,electric,  NO_TYPE ,levitate,  NO-ABILITY ,None ,85,115,80,105,80,50,515,False,False,generation-v,NULL,0.06318,0.00403,none,NoUsage,NoUsage
605,elgyem,psychic,No_type,telepathy   ,  SYNCHRONIZE ,  ANALYTIC ,55,55,55,85,55,30,335,False,False,generation-v,0.0,NoUsage,-,NoUsage,NoUsage,-
606,beheeyem   ,psychic,No_type,telepathy,synchronize   ,  ANALYTIC ,75,75,75,125,95,40,485,False,False,generation-v,0.0,NoUsage,NoUsage,NO,N/A,NO
607,  LITWICK ,ghost,  FIRE ,flash-fire,flame-body,infiltrator   ,50,30,55,65,55,20,275,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,no usage
608,lampent,ghost,fire,  FLASH-FIRE ,flame-body,infiltrator,60,40,60,95,60,55,370,False,False,generation-v,0.0,NoUsage,no usage,no usage,NoUsage,no usage
609,  CHANDELURE ,ghost,fire,flash-fire,flame-body,infiltrator,60,55,90,145,90,80,520,False,False,generation-v,0.10225,0.59007,0.08135,0.12,0.15,0.31
610,axew,  DRAGON ,No_type,rivalry,mold-breaker,unnerve,46,87,60,30,40,57,320,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage
611,  FRAXURE ,dragon,No_type,rivalry,mold-breaker,unnerve,66,117,70,40,50,67,410,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage
612,haxorus   ,  DRAGON ,No_type,rivalry   ,mold-breaker,unnerve,76,147,90,60,70,97,540,False,False,generation-v,0.07952,0.03509,0.01502,NoUsage,NoUsage,NoUsage
613,cubchoo,  ICE ,  NO_TYPE ,snow-cloak,slush-rush,  RATTLED ,55,70,40,60,40,40,305,False,False,GEN_v,0.0,0.0,0.0,none,NoUsage,NoUsage
614,beartic,ice,No_type,  SNOW-CLOAK ,slush-rush,  SWIFT-SWIM ,95,130,80,70,80,50,505,False,False,generation-v,0.00142,0.06871,0.00493,0.06,N/A,NoUsage
615,cryogonal,ice,  NO_TYPE ,  LEVITATE ,N/A,None ,80,50,50,95,135,105,515,False,False,GEN_v,   ,0.0,0.00959,-,NoUsage,0.09
616,shelmet   ,bug   ,No_type,hydration,  SHELL-ARMOR ,  OVERCOAT ,50,40,85,40,65,25,305,False,False,generation -   v,0.0,   ,NoUsage,NoUsage,none,NoUsage
617,accelgor   ,bug,No_type,hydration   ,sticky-hold,unburden,80,70,40,100,60,145,495,False,False,generation-v,0.02835,NULL,NoUsage,   ,NoUsage,NoUsage
618,stunfisk   ,  GROUND ,electric,static,limber   ,  SAND-VEIL ,109,66,84,81,99,32,471,False,False,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,no usage
618,  STUNFISK-GALAR ,ground   ,steel,mimicry   ,  SEM_HABILIDADE ,none    ,109,81,99,66,84,32,471,False,False,generation -   v,0.0,-,NoUsage,NoUsage,NoUsage,NoUsage
619,mienfoo   ,  FIGHTING ,No_type,inner-focus,regenerator,reckless,45,85,50,55,50,65,350,False,False,generation-v,0.0,0.0,NO,N/A,NoUsage,NULL
620,mienshao,fighting,No_type,inner-focus,regenerator   ,reckless   ,65,125,60,95,60,105,510,False,False,GERAÇAO-V,0.48225,0.14468,0.09754,0.06,NoUsage,0.05
621,druddigon,dragon,No_type,  ROUGH-SKIN ,sheer-force,mold-breaker,77,120,90,60,90,48,485,False,False,generation-v,NO,none,no usage,NoUsage,NoUsage,NoUsage
622,golett,ground,ghost,iron-fist,klutz,no-guard,59,74,50,35,50,35,303,False,False,generation-v,NO,NoUsage,0.0,NO,NoUsage,NoUsage
623,golurk,ground,ghost,  IRON-FIST ,klutz   ,no-guard,89,124,80,55,80,55,483,False,False,generation-v,0.0,NULL,0.01272,NoUsage,NoUsage,0.05
624,pawniard,dark,steel,defiant,inner-focus,pressure   ,45,85,70,40,40,60,340,False,False,generation-v,no usage,0.0,0.0,NoUsage,NoUsage,NoUsage
625,  BISHARP ,  DARK ,steel,  DEFIANT ,inner-focus   ,pressure,65,125,100,60,70,70,490,False,False,generation-v,0.04871,0.046,0.00579,NoUsage,no usage,0.04
626,bouffalant,  NORMAL ,No_type,reckless,  SAP-SIPPER ,soundproof,95,110,95,40,95,55,490,False,False,GEN_v,6e-05,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
627,rufflet,normal   ,flying,keen-eye,sheer-force,hustle,70,83,50,37,50,60,350,False,False,generation-v,0.0,0.0,zero,NoUsage,NoUsage,NoUsage
628,braviary,normal,flying,keen-eye   ,sheer-force   ,defiant,100,123,75,57,75,80,510,False,False,generation-v,0.24137,0.06911,0.01614,NoUsage,NoUsage,0.22
628,  BRAVIARY-HISUI ,psychic,flying,keen-eye,sheer-force,tinted-lens   ,110,83,70,112,70,65,510,False,False,generation-v,zero,0.21846,0.0097,   ,-,NoUsage
629,vullaby,dark,flying,big-pecks,  OVERCOAT ,weak-armor,70,55,75,45,65,60,370,False,False,generation -   v,0.0,0.0,   ,zero,NoUsage,NoUsage
630,mandibuzz,dark,flying,big-pecks,overcoat,weak-armor,110,65,105,55,95,80,510,False,False,generation-v,0.01191,0.12325,0.01094,N/A,0.04,0.07
631,heatmor,fire,No_type,gluttony   ,flash-fire,white-smoke,85,97,66,105,66,65,484,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage
632,durant,bug,steel   ,  SWARM ,hustle   ,truant,58,109,112,48,48,109,484,False,False,generation-v,0.01686,NoUsage,NoUsage,NoUsage,NoUsage,none
633,  DEINO ,  DARK ,dragon,hustle   ,N/A,None ,52,65,50,45,50,38,300,False,False,GEN_v,0.0,NoUsage,0.0,N/A,NoUsage,NoUsage
634,zweilous   ,dark,dragon,hustle,  NONE ,None ,72,85,70,65,70,58,420,False,False,generation-v,   ,0.0,0.0,NoUsage,-,NoUsage
635,hydreigon,dark,dragon,levitate,   ,None ,92,105,90,125,90,98,600,False,False,generation -   v,0.38608,3.26093,0.05332,0.31,0.13,3.1
636,larvesta   ,bug,fire   ,flame-body   ,  SEM_HABILIDADE ,swarm   ,55,85,55,50,55,60,360,False,False,GEN_v,0.0,0.0,none,NoUsage,NO,N/A
637,volcarona,bug,fire,flame-body,  NONE ,swarm,85,60,65,135,105,100,550,False,False,generation-v,1.19954,9.58417,0.77955,0.41,0.9,10.12
638,  COBALION ,steel,  FIGHTING ,  JUSTIFIED ,n/a   ,  NONE  ,91,90,129,90,72,108,580,True,False,generation -   v,0.03244,NoUsage,0.03285,NoUsage,NoUsage,   
639,terrakion,  ROCK ,  FIGHTING ,justified,No_ability,  NONE  ,91,129,90,72,90,108,580,True,False,generation-v,0.04564,no usage,0.95251,0.21,no usage,NoUsage
640,virizion   ,  GRASS ,fighting,justified,  NULL ,None ,91,90,72,90,129,108,580,True,False,GERAÇAO-V,0.00069,NoUsage,0.01153,NoUsage,NoUsage,   
641,tornadus-incarnate,  FLYING ,no_type   ,prankster,NULL,defiant,79,115,70,125,80,111,580,True,False,generation-v,16.68113,32.57582,26.15361,11.01,27.85,NoUsage
